City,Longitude,Latitude,Region,Country,Address,AirQuality,WaterPollution
Ludwigshafen,49.4774018,8.4447451,Rhineland-Palatinate,Germany,Ludwigshafen Rhineland-Palatinate Germany ,75,0
Mannheim,49.4874592,8.4660395,Baden-Wurttemberg,Germany,Mannheim Baden-Wurttemberg Germany ,51.0869565217,30.5555555556
Esch-sur-Alzette,49.5024342,5.9722212,,Luxembourg,Esch-sur-Alzette  Luxembourg ,75,50
Erlangen,49.5896744,11.0119611,Bavaria,Germany,Erlangen Bavaria Germany ,81.25,29.1666666667
Novy Jicin,49.5943251,18.0135356,,Czech Republic,Novy Jicin  Czech Republic ,62.5,50
Nowy Sacz,49.6174535,20.7153326,Lesser Poland Voivodeship,Poland,Nowy Sacz Lesser Poland Voivodeship Poland ,30,100
Worms,49.6341,8.3507,Rhineland-Palatinate,Germany,Worms Rhineland-Palatinate Germany ,60,100
Bensheim,49.6861354,8.6187296,Hesse,Germany,Bensheim Hesse Germany ,87.5,50
Trier,49.749992,6.6371433,Rhineland-Palatinate,Germany,Trier Rhineland-Palatinate Germany ,85.7142857143,25
Luxembourg,49.815273,6.129583,,Luxembourg,Luxembourg  Luxembourg ,83.1081081081,20.4545454545
Ostrava,49.8209226,18.2625243,,Czech Republic,Ostrava  Czech Republic ,28.8461538462,25
Lviv,49.839683,24.029717,Lviv Oblast,Ukraine,Lviv Lviv Oblast Ukraine ,51.8656716418,49.2307692308
Bad Kreuznach,49.8440162,7.8731346,Rhineland-Palatinate,Germany,Bad Kreuznach Rhineland-Palatinate Germany ,100,50
Darmstadt,49.8728253,8.6511929,Hesse,Germany,Darmstadt Hesse Germany ,71.875,27.5
Amiens,49.894067,2.295753,,France,Amiens  France ,75,37.5
Winnipeg,49.895136,-97.1383744,Manitoba,Canada,Winnipeg Manitoba Canada ,71.3114754098,42.6470588235
Bamberg,49.8988135,10.9027636,Bavaria,Germany,Bamberg Bavaria Germany ,95.8333333333,12.5
Bayreuth,49.9456399,11.5713346,Bavaria,Germany,Bayreuth Bavaria Germany ,75,0
Aschaffenburg,49.9806625,9.1355554,Bavaria,Germany,Aschaffenburg Bavaria Germany ,77.7777777778,40
Mainz,49.9928617,8.2472526,Rhineland-Palatinate,Germany,Mainz Rhineland-Palatinate Germany ,86.1111111111,35
Kharkiv,49.9935,36.230383,Kharkiv Oblast,Ukraine,Kharkiv Kharkiv Oblast Ukraine ,52.0588235294,58.734939759
Pardubice,50.0343092,15.7811994,,Czech Republic,Pardubice  Czech Republic ,50,41.6666666667
Rzeszow,50.0411867,21.9991196,Podkarpackie Voivodeship,Poland,Rzeszow Podkarpackie Voivodeship Poland ,37.5,47.0588235294
Schweinfurt,50.0492047,10.2194228,Bavaria,Germany,Schweinfurt Bavaria Germany ,87.5,62.5
Krakow,50.0646501,19.9449799,Lesser Poland Voivodeship,Poland,Krakow Lesser Poland Voivodeship Poland ,12.1987951807,36.5384615385
Prague,50.0755381,14.4378005,,Czech Republic,Prague  Czech Republic ,63.2124352332,25.7062146893
Wiesbaden,50.0782184,8.2397608,Hesse,Germany,Wiesbaden Hesse Germany ,73.2142857143,42.5
Raciborz,50.0915234,18.2199165,Silesian Voivodeship,Poland,Raciborz Silesian Voivodeship Poland ,62.5,50
Offenbach am Main,50.0956362,8.7760843,Hesse,Germany,Offenbach am Main Hesse Germany ,75,50
Frankfurt,50.1109221,8.6821267,Hesse,Germany,Frankfurt Hesse Germany ,63.3928571429,25.9803921569
Tychy,50.1218007,19.0200022,Silesian Voivodeship,Poland,Tychy Silesian Voivodeship Poland ,22.5,43.75
Coburg,50.2612094,10.962695,Bavaria,Germany,Coburg Bavaria Germany ,100,50
Katowice,50.2648919,19.0237815,Silesian Voivodeship,Poland,Katowice Silesian Voivodeship Poland ,27.7777777778,48.3333333333
Blagoveshchensk,50.2660067,127.5356153,Amur Oblast,Russia,Blagoveshchensk Amur Oblast Russia ,25,25
Hof,50.3135391,11.9127814,Bavaria,Germany,Hof Bavaria Germany ,75,50
Koblenz,50.3569429,7.5889959,Rhineland-Palatinate,Germany,Koblenz Rhineland-Palatinate Germany ,67.8571428571,41.6666666667
Regina,50.4452112,-104.6188944,Saskatchewan,Canada,Regina Saskatchewan Canada ,68.5714285714,42.7419354839
Fulda,50.5558095,9.6808449,Hesse,Germany,Fulda Hesse Germany ,87.5,50
Belgorod,50.5997134,36.5982621,Belgorod Oblast,Russia,Belgorod Belgorod Oblast Russia ,75,70.8333333333
Lille,50.62925,3.057256,,France,Lille  France ,48.9130434783,35.5263157895
Liege,50.6329586,5.5697498,Wallonia,Belgium,Liege Wallonia Belgium ,54.5454545455,28.5714285714
Zwickau,50.7069243,12.4591138,Saxony,Germany,Zwickau Saxony Germany ,75,50
Bonn,50.73743,7.0982068,North Rhine-Westphalia,Germany,Bonn North Rhine-Westphalia Germany ,82.8125,22.5
Lutsk,50.747233,25.325383,Volyn Oblast,Ukraine,Lutsk Volyn Oblast Ukraine ,54.1666666667,58.3333333333
Aachen,50.7753455,6.0838868,North Rhine-Westphalia,Germany,Aachen North Rhine-Westphalia Germany ,70.4545454545,17.8571428571
Brühl,50.8267554,6.8987865,North Rhine-Westphalia,Germany,Brühl North Rhine-Westphalia Germany ,75,50
Chemnitz,50.8282222,12.9208547,Saxony,Germany,Chemnitz Saxony Germany ,87.5,50
Brussels,50.8476424,4.3571696,,Belgium,Brussels  Belgium ,35.8108108108,44.7619047619
Hastings,50.854259,0.573453,England,United Kingdom,Hastings England United Kingdom ,100,0
Herzogenrath,50.8649918,6.091241,North Rhine-Westphalia,Germany,Herzogenrath North Rhine-Westphalia Germany ,75,50
Siegen,50.8838492,8.0209591,North Rhine-Westphalia,Germany,Siegen North Rhine-Westphalia Germany ,91.6666666667,12.5
Gera,50.8851,12.0807,Thuringia,Germany,Gera Thuringia Germany ,100,50
Jena,50.927054,11.5892372,Thuringia,Germany,Jena Thuringia Germany ,95,75
Cologne,50.937531,6.9602786,North Rhine-Westphalia,Germany,Cologne North Rhine-Westphalia Germany ,60.7142857143,27.7777777778
Bergheim,50.9451945,6.6555022,North Rhine-Westphalia,Germany,Bergheim North Rhine-Westphalia Germany ,75,50
Calgary,51.0447331,-114.0718831,,Canada,Calgary  Canada ,80,24.8502994012
Leverkusen,51.0459248,7.0192196,North Rhine-Westphalia,Germany,Leverkusen North Rhine-Westphalia Germany ,83.3333333333,50
Ghent,51.0500182,3.7303351,Flemish Region,Belgium,Ghent Flemish Region Belgium ,55.46875,27.6785714286
Dresden,51.0504088,13.7372621,Saxony,Germany,Dresden Saxony Germany ,75,7.8947368421
Lokeren,51.1040179,3.9895048,Flemish Region,Belgium,Lokeren Flemish Region Belgium ,75,50
Wroclaw,51.1078852,17.0385376,Lower Silesian Voivodeship,Poland,Wroclaw Lower Silesian Voivodeship Poland ,25.6880733945,35.4368932039
Dover,51.1278758,1.3134027,Delaware,United States of America,Dover Delaware United States of America ,100,50
Solingen,51.1652199,7.0671161,North Rhine-Westphalia,Germany,Solingen North Rhine-Westphalia Germany ,87.5,50
Sint-Niklaas,51.1653295,4.1386501,Flemish Region,Belgium,Sint-Niklaas Flemish Region Belgium ,25,50
Neuss,51.2041968,6.6879511,North Rhine-Westphalia,Germany,Neuss North Rhine-Westphalia Germany ,50,75
Bruges,51.2091807,3.2247552,Flemish Region,Belgium,Bruges Flemish Region Belgium ,82.5,30
Düsseldorf,51.2277411,6.7734556,North Rhine-Westphalia,Germany,Düsseldorf North Rhine-Westphalia Germany ,64.8148148148,23.9130434783
Lublin,51.2464536,22.5684463,Lublin Voivodeship,Poland,Lublin Lublin Voivodeship Poland ,35.9375,41.6666666667
Wuppertal,51.2562128,7.1507636,North Rhine-Westphalia,Germany,Wuppertal North Rhine-Westphalia Germany ,90,0
Canterbury,51.280233,1.0789089,England,United Kingdom,Canterbury England United Kingdom ,56.25,35.4166666667
Kassel,51.3127114,9.4797461,Hesse,Germany,Kassel Hesse Germany ,75,50
Krefeld,51.3345409,6.565208,North Rhine-Westphalia,Germany,Krefeld North Rhine-Westphalia Germany ,87.5,50
Leipzig,51.3396955,12.3730747,Saxony,Germany,Leipzig Saxony Germany ,84.2105263158,20
Hagen,51.3670777,7.4632841,North Rhine-Westphalia,Germany,Hagen North Rhine-Westphalia Germany ,100,50
Bath,51.3781018,-2.3596827,England,United Kingdom,Bath England United Kingdom ,40,35
Duisburg,51.4344079,6.7623293,North Rhine-Westphalia,Germany,Duisburg North Rhine-Westphalia Germany ,53.5714285714,31.25
Moers,51.4516041,6.6408148,North Rhine-Westphalia,Germany,Moers North Rhine-Westphalia Germany ,62.5,50
Bristol,51.454513,-2.58791,England,United Kingdom,Bristol England United Kingdom ,56.8181818182,33.9285714286
Essen,51.4556432,7.0115552,North Rhine-Westphalia,Germany,Essen North Rhine-Westphalia Germany ,80,4.1666666667
Bochum,51.4818445,7.2162363,North Rhine-Westphalia,Germany,Bochum North Rhine-Westphalia Germany ,68.1818181818,25
Cardiff,51.483707,-3.1680962,Wales,United Kingdom,Cardiff Wales United Kingdom ,70,20.4545454545
Oberhausen,51.4878429,6.863308,North Rhine-Westphalia,Germany,Oberhausen North Rhine-Westphalia Germany ,62.5,50
Halle (Saale),51.4953567,11.9662371,Saxony-Anhalt,Germany,Halle (Saale) Saxony-Anhalt Germany ,75,0
Nordhausen,51.4983551,10.7931122,Thuringia,Germany,Nordhausen Thuringia Germany ,100,50
London,51.5072178,-0.1275862,England,United Kingdom,London England United Kingdom ,37.0422535211,40.716374269
Dortmund,51.5135872,7.4652981,North Rhine-Westphalia,Germany,Dortmund North Rhine-Westphalia Germany ,75,15.625
Gelsenkirchen,51.5187651,7.0838411,North Rhine-Westphalia,Germany,Gelsenkirchen North Rhine-Westphalia Germany ,62.5,50
Bottrop,51.529086,6.9446888,North Rhine-Westphalia,Germany,Bottrop North Rhine-Westphalia Germany ,80,0
Saratov,51.5461754,46.0154123,Saratov Oblast,Russia,Saratov Saratov Oblast Russia ,25,60
Soest,51.5714188,8.1105291,North Rhine-Westphalia,Germany,Soest North Rhine-Westphalia Germany ,100,50
Recklinghausen,51.6117809,7.1973885,North Rhine-Westphalia,Germany,Recklinghausen North Rhine-Westphalia Germany ,100,50
Swansea,51.62144,-3.943646,Wales,United Kingdom,Swansea Wales United Kingdom ,80.5555555556,10
Wesel,51.6643079,6.6295679,North Rhine-Westphalia,Germany,Wesel North Rhine-Westphalia Germany ,100,50
Voronezh,51.6683487,39.1919288,Voronezh Oblast,Russia,Voronezh Voronezh Oblast Russia ,36.8421052632,67.1052631579
Hamm,51.6738583,7.8159816,North Rhine-Westphalia,Germany,Hamm North Rhine-Westphalia Germany ,87.5,50
Paderborn,51.7189205,8.7575093,North Rhine-Westphalia,Germany,Paderborn North Rhine-Westphalia Germany ,75,25
Kursk,51.7482395,36.1947023,Kursk Oblast,Russia,Kursk Kursk Oblast Russia ,100,50
Oxford,51.7520209,-1.2577263,England,United Kingdom,Oxford England United Kingdom ,78.75,26.5625
St Albans,51.752725,-0.339436,England,United Kingdom,St Albans England United Kingdom ,62.5,18.75
Cottbus,51.7563108,14.3328679,Brandenburg,Germany,Cottbus Brandenburg Germany ,100,50
Lodz,51.7592485,19.4559833,Lodz Voivodeship,Poland,Lodz Lodz Voivodeship Poland ,28.8461538462,40.4411764706
Orenburg,51.768156,55.0969796,Orenburg Oblast,Russia,Orenburg Orenburg Oblast Russia ,30,60
Bernburg,51.7916385,11.7400999,Saxony-Anhalt,Germany,Bernburg Saxony-Anhalt Germany ,100,50
Welwyn Garden City,51.8031689,-0.208661,England,United Kingdom,Welwyn Garden City England United Kingdom ,100,0
Cork,51.8985143,-8.4756035,,Ireland,Cork  Ireland ,83.3333333333,28.125
Stevenage,51.903761,-0.196612,England,United Kingdom,Stevenage England United Kingdom ,75,0
Münster,51.9606649,7.6261347,North Rhine-Westphalia,Germany,Münster North Rhine-Westphalia Germany ,71.875,25
Bielefeld,52.0302285,8.5324708,North Rhine-Westphalia,Germany,Bielefeld North Rhine-Westphalia Germany ,67.8571428571,50
Magdeburg,52.1205333,11.6276237,Saxony-Anhalt,Germany,Magdeburg Saxony-Anhalt Germany ,93.75,6.25
Salzgitter,52.1378659,10.3899126,Lower Saxony,Germany,Salzgitter Lower Saxony Germany ,95,0
Hildesheim,52.154778,9.9579652,Lower Saxony,Germany,Hildesheim Lower Saxony Germany ,62.5,50
Saskatoon,52.157902,-106.6701577,Saskatchewan,Canada,Saskatoon Saskatchewan Canada ,74.3243243243,29.6875
Cambridge,52.1950788,0.1312729,England,United Kingdom,Cambridge England United Kingdom ,69.8275862069,30.5555555556
Warsaw,52.2296756,21.0122287,Masovian Voivodeship,Poland,Warsaw Masovian Voivodeship Poland ,27.2727272727,36.0148514851
Red Deer,52.268975,-113.8115599,Alberta,Canada,Red Deer Alberta Canada ,58.8235294118,42.5
Osnabrück,52.2799112,8.0471788,Lower Saxony,Germany,Osnabrück Lower Saxony Germany ,82.1428571429,0
Irkutsk,52.2854834,104.2890222,Irkutsk Oblast,Russia,Irkutsk Irkutsk Oblast Russia ,53.125,37.5
Minden,52.2923549,8.9160539,North Rhine-Westphalia,Germany,Minden North Rhine-Westphalia Germany ,100,50
Frankfurt (Oder),52.3472237,14.5505673,Brandenburg,Germany,Frankfurt (Oder) Brandenburg Germany ,70,100
Hannover,52.3759,9.732,Lower Saxony,Germany,Hanover Lower Saxony Germany ,75,22.9166666667
Potsdam,52.3905689,13.0644729,Brandenburg,Germany,Potsdam Brandenburg Germany ,88.6363636364,10.7142857143
Poznan,52.406374,16.9251681,Greater Poland Voivodeship,Poland,Poznan Greater Poland Voivodeship Poland ,33.0769230769,50.4237288136
Coventry,52.4128163,-1.5089521,England,United Kingdom,Coventry England United Kingdom ,56.6666666667,31.8181818182
Wolfsburg,52.4226503,10.7865461,Lower Saxony,Germany,Wolfsburg Lower Saxony Germany ,96.875,0
Gomel,52.4313388,30.99367,Gomel Region,Belarus,Gomel Gomel Region Belarus ,44.7368421053,53.5714285714
Berlin,52.5200066,13.404954,,Germany,Berlin  Germany ,62.3641304348,28.612716763
Lipetsk,52.6121996,39.5981225,Lipetsk Oblast,Russia,Lipetsk Lipetsk Oblast Russia ,37.5,37.5
Tambov,52.7371109,41.4396142,Tambov Oblast,Russia,Tambov Tambov Oblast Russia ,62.5,45
Nottingham,52.9540223,-1.1549892,England,United Kingdom,Nottingham England United Kingdom ,54.6875,38.6363636364
Uelzen,52.9652883,10.5573402,Lower Saxony,Germany,Uelzen Lower Saxony Germany ,100,50
Schwedt/Oder,53.0624695,14.2734639,Brandenburg,Germany,Schwedt/Oder Brandenburg Germany ,87.5,50
Bremen,53.0792962,8.8016937,,Germany,Bremen  Germany ,78.75,15.625
Bydgoszcz,53.1234804,18.0084378,Kuyavian-Pomeranian Voivodeship,Poland,Bydgoszcz Kuyavian-Pomeranian Voivodeship Poland ,34.5238095238,42.6470588235
Bialystok,53.1324886,23.1688403,Podlaskie Voivodeship,Poland,Bialystok Podlaskie Voivodeship Poland ,34.5238095238,52.9411764706
Oldenburg,53.1434501,8.2145521,Lower Saxony,Germany,Oldenburg Lower Saxony Germany ,75,18.75
Samara,53.203772,50.1606382,Samara Oblast,Russia,Samara Samara Oblast Russia ,48.4375,51.5625
Penza,53.2272903,45,Penza Oblast,Russia,Penza Penza Oblast Russia ,37.5,62.5
Dublin,53.3498053,-6.2603097,,Ireland,Dublin  Ireland ,67.0238095238,39.7058823529
Neustrelitz,53.3601147,13.0730197,Mecklenburg-Western Pomerania,Germany,Neustrelitz Mecklenburg-Western Pomerania Germany ,100,50
Stockport,53.4106316,-2.1575332,England,United Kingdom,Stockport England United Kingdom ,75,0
Szczecin,53.4285438,14.5528116,West Pomeranian Voivodeship,Poland,Szczecin West Pomeranian Voivodeship Poland ,41.3793103448,53.75
Manchester,53.4807593,-2.2426305,England,United Kingdom,Manchester England United Kingdom ,52,37.7777777778
Tolyatti,53.508525,49.4182196,Samara Oblast,Russia,Tolyatti Samara Oblast Russia ,36.1111111111,43.75
Wilhelmshaven,53.5323403,8.1068722,Lower Saxony,Germany,Wilhelmshaven Lower Saxony Germany ,100,50
Bremerhaven,53.5395845,8.5809424,,Germany,Bremerhaven  Germany ,75,50
Edmonton,53.5461245,-113.4938229,,Canada,Edmonton  Canada ,72.037037037,27.4621212121
Hamburg,53.5510846,9.9936818,,Germany,Hamburg  Germany ,70.7627118644,24.5098039216
Schwerin,53.6355022,11.4012499,Mecklenburg-Western Pomerania,Germany,Schwerin Mecklenburg-Western Pomerania Germany ,87.5,50
Abakan,53.7175644,91.4293172,Republic of Khakassia,Russia,Abakan Republic of Khakassia Russia ,0,75
Bradford,53.7937996,-1.7563583,England,United Kingdom,Bradford England United Kingdom ,37.5,31.25
Leeds,53.8007554,-1.5490774,England,United Kingdom,Leeds England United Kingdom ,53.6764705882,19.6428571429
Lübeck,53.8654673,10.6865593,Schleswig-Holstein,Germany,Lübeck Schleswig-Holstein Germany ,100,25
Minsk,53.9006011,27.558972,,Belarus,Minsk  Belarus ,60.9223300971,41.40625
York,53.9614205,-1.0739108,England,United Kingdom,York England United Kingdom ,81.8181818182,18.75
Rostock,54.0924406,12.0991466,Mecklenburg-Western Pomerania,Germany,Rostock Mecklenburg-Western Pomerania Germany ,90.625,37.5
Saransk,54.2000477,45.1745115,Republic of Mordovia,Russia,Saransk Republic of Mordovia Russia ,0,100
Tula,54.2048,37.6185,Tula Oblast,Russia,Tula Tula Oblast Russia ,33.3333333333,75
Ulyanovsk,54.3186575,48.397776,Ulyanovsk Oblast,Russia,Ulyanovsk Ulyanovsk Oblast Russia ,58.3333333333,37.5
Kiel,54.3232927,10.1227652,Schleswig-Holstein,Germany,Kiel Schleswig-Holstein Germany ,93.75,25
Gdansk,54.3520252,18.6466384,Pomeranian Voivodeship,Poland,Gdansk Pomeranian Voivodeship Poland ,45.5555555556,45
Gdynia,54.5188898,18.5305409,Pomeranian Voivodeship,Poland,Gdynia Pomeranian Voivodeship Poland ,49.4186046512,48.6111111111
Belfast,54.597285,-5.93012,Northern Ireland,United Kingdom,Belfast Northern Ireland United Kingdom ,76.3513513514,22.7272727273
Ryazan,54.6095418,39.7125857,Ryazan Oblast,Russia,Ryazan Ryazan Oblast Russia ,0,91.6666666667
Vilnius,54.6871555,25.2796514,,Lithuania,Vilnius  Lithuania ,77.2471910112,20.5882352941
Kaliningrad,54.7104264,20.4522144,Kaliningrad Oblast,Russia,Kaliningrad Kaliningrad Oblast Russia ,55,55
Ufa,54.734791,55.9578555,Bashkortostan,Russia,Ufa Bashkortostan Russia ,20.8333333333,68.1818181818
Smolensk,54.7903112,32.0503663,Smolensk Oblast,Russia,Smolensk Smolensk Oblast Russia ,50,54.1666666667
Flensburg,54.7937431,9.4469964,Schleswig-Holstein,Germany,Flensburg Schleswig-Holstein Germany ,87.5,50
Novosibirsk,54.9832693,82.8963831,Novosibirsk Oblast,Russia,Novosibirsk Novosibirsk Oblast Russia ,36.4864864865,54.0540540541
Omsk,54.9913545,73.3645204,Omsk Oblast,Russia,Omsk Omsk Oblast Russia ,16.1764705882,48.5294117647
Chelyabinsk,55.1644419,61.4368431,Chelyabinsk Oblast,Russia,Chelyabinsk Chelyabinsk Oblast Russia ,16.6666666667,70.3125
Kemerovo,55.3443282,86.0620865,Kemerovo Oblast,Russia,Kemerovo Kemerovo Oblast Russia ,40,60
Moscow,55.755826,37.6173,,Russia,Moscow  Russia ,41.4752650177,49.7252747253
Kazan,55.7878944,49.1233293,Republic of Tatarstan,Russia,Kazan Republic of Tatarstan Russia ,41.25,58.3333333333
Glasgow,55.864237,-4.251806,Scotland,United Kingdom,Glasgow Scotland United Kingdom ,64.9038461538,19.4444444444
Edinburgh,55.953252,-3.188267,Scotland,United Kingdom,Edinburgh Scotland United Kingdom ,75.8196721311,12.5
Krasnoyarsk,56.0152834,92.8932476,Krasnoyarsk Krai,Russia,Krasnoyarsk Krasnoyarsk Krai Russia ,6.6176470588,49.21875
Helsingborg,56.0464674,12.6945121,Skane County,Sweden,Helsingborg Skane County Sweden ,31.25,35
Cheboksary,56.1167663,47.262782,Chuvash Republic,Russia,Cheboksary Chuvash Republic Russia ,50,35
Vladimir,56.1428,40.3896,Vladimir Oblast,Russia,Vladimir Vladimir Oblast Russia ,37.5,50
Tomsk,56.4884295,84.9480469,Tomsk Oblast,Russia,Tomsk Tomsk Oblast Russia ,46.4285714286,51.7857142857
Yoshkar-Ola,56.6418021,47.8895839,Mari El Republic,Russia,Yoshkar-Ola Mari El Republic Russia ,100,50
Kalmar,56.6634447,16.356779,Kalmar County,Sweden,Kalmar Kalmar County Sweden ,100,50
Yekaterinburg,56.8430993,60.6454086,Sverdlovsk Oblast,Russia,Yekaterinburg Sverdlovsk Oblast Russia ,27.9069767442,58.3333333333
Tver,56.8587214,35.9175965,Tver Oblast,Russia,Tver Tver Oblast Russia ,62.5,37.5
Izhevsk,56.8618601,53.2324285,Udmurt Republic,Russia,Izhevsk Udmurt Republic Russia ,33.3333333333,70.8333333333
Riga,56.9496487,24.1051864,,Latvia,Riga  Latvia ,62.5,31.9565217391
Ivanovo,57.0050671,40.9766453,Ivanovo Oblast,Russia,Ivanovo Ivanovo Oblast Russia ,33.3333333333,87.5
Aberdeen,57.1498891,-2.0937528,Scotland,United Kingdom,Aberdeen Scotland United Kingdom ,79.7619047619,14.7058823529
Tyumen,57.1553394,65.5618636,Tyumen Oblast,Russia,Tyumen Tyumen Oblast Russia ,66.6666666667,55
Yaroslavl,57.6260744,39.8844708,Yaroslavl Oblast,Russia,Yaroslavl Yaroslavl Oblast Russia ,16.6666666667,58.3333333333
Molndal,57.65,12.016667,Vastra Gotaland County,Sweden,Molndal Vastra Gotaland County Sweden ,100,50
Gothenburg,57.70887,11.97456,Vastra Gotaland County,Sweden,Gothenburg Vastra Gotaland County Sweden ,82.2580645161,20.5357142857
