City,Longitude,Latitude,Region,Country,Address,AirQuality,WaterPollution,,New Water,WA,Rating
Invercargill,-46.4178708,168.3614659,Southland Region,New Zealand,Invercargill Southland Region New Zealand ,72.22222222,30,,70,142.2222222,71.11111111
Coyhaique,-45.5712254,-72.068265,Aysen Region,Chile,Coyhaique Aysen Region Chile ,0,25,,75,75,37.5
Hobart,-42.8826055,147.3257196,Tasmania,Australia,Hobart Tasmania Australia ,92.85714286,21.05263158,,78.94736842,171.8045113,85.90225564
Puerto Montt,-41.468917,-72.9411364,Los Lagos Region,Chile,Puerto Montt Los Lagos Region Chile ,25,50,,50,75,37.5
Wellington,-41.2923814,174.7787463,Wellington Region,New Zealand,Wellington Wellington Region New Zealand ,95.68965517,27.40384615,,72.59615385,168.285809,84.14290451
Kingston,-37.9818897,145.1044805,Surrey County,Jamaica,Kingston Surrey County Jamaica ,33.125,58.57142857,,41.42857143,74.55357143,37.27678571
Melbourne,-37.8136276,144.9630576,Victoria,Australia,Melbourne Victoria Australia ,79.07303371,28.2234957,,71.7765043,150.849538,75.424769
Ballarat,-37.5621587,143.8502556,Victoria,Australia,Ballarat Victoria Australia ,89.0625,23.33333333,,76.66666667,165.7291667,82.86458333
Coronel,-37.0340769,-73.1404838,Biobio Region,Chile,Coronel Biobio Region Chile ,50,50,,50,100,50
Victoria,-36.9847807,143.3906074,British Columbia,Canada,Victoria British Columbia Canada ,92.72151899,27.7027027,,72.2972973,165.0188163,82.50940814
Victoria,-36.9847807,143.3906074,,Seychelles,Victoria  Seychelles ,62.5,25,,75,137.5,68.75
Chiguayante,-36.9532201,-73.0173901,Biobio Region,Chile,Chiguayante Biobio Region Chile ,50,50,,50,100,50
Auckland,-36.8508827,174.7644881,Auckland Region,New Zealand,Auckland Auckland Region New Zealand ,78.52348993,41.66666667,,58.33333333,136.8568233,68.42841163
Concepcion,-36.8201352,-73.0443904,Biobio Region,Chile,Concepcion Biobio Region Chile ,55.76923077,33.33333333,,66.66666667,122.4358974,61.21794872
Talcahuano,-36.7247834,-73.1169808,Biobio Region,Chile,Talcahuano Biobio Region Chile ,33.33333333,0,,100,133.3333333,66.66666667
Chillan,-36.6062618,-72.1023351,Nuble Region,Chile,Chillan Nuble Region Chile ,37.5,50,,50,87.5,43.75
Talca,-35.4232444,-71.6484804,Maule Region,Chile,Talca Maule Region Chile ,40,0,,100,140,70
Canberra,-35.2801903,149.1310038,Australian Capital Territory,Australia,Canberra Australian Capital Territory Australia ,90.74675325,17.80821918,,82.19178082,172.9385341,86.46926703
Curico,-34.9779853,-71.2528803,Maule Region,Chile,Curico Maule Region Chile ,25,50,,50,75,37.5
Adelaide,-34.9284989,138.6007456,South Australia,Australia,Adelaide South Australia Australia ,88.84803922,24.60526316,,75.39473684,164.2427761,82.12138803
Maldonado,-34.9018717,-54.9634343,Maldonado Department,Uruguay,Maldonado Maldonado Department Uruguay ,100,0,,100,200,100
Montevideo,-34.9011127,-56.1645314,Montevideo Department,Uruguay,Montevideo Montevideo Department Uruguay ,65.78947368,46.75324675,,53.24675325,119.0362269,59.51811347
Buenos Aires,-34.6036844,-58.3815591,,Argentina,Buenos Aires  Argentina ,54.26470588,54.84375,,45.15625,99.42095588,49.71047794
Rancagua,-34.1701324,-70.7406259,O'Higgins Region,Chile,Rancagua O'Higgins Region Chile ,0,100,,0,0,0
Stellenbosch,-33.9321045,18.860152,Western Cape,South Africa,Stellenbosch Western Cape South Africa ,75,58.33333333,,41.66666667,116.6666667,58.33333333
Cape Town,-33.9248685,18.4240553,Western Cape,South Africa,Cape Town Western Cape South Africa ,68.61111111,50.42613636,,49.57386364,118.1849747,59.09248737
Sydney,-33.8688197,151.2092955,,Australia,Sydney  Australia ,75.88996764,28.54785479,,71.45214521,147.3421129,73.67105643
Santiago,-33.4488897,-70.6692655,Santiago Metropolitan Region,Chile,Santiago Santiago Metropolitan Region Chile ,17.71523179,40.23972603,,59.76027397,77.47550576,38.73775288
Concon,-32.9299468,-71.5186065,Valparaiso Region,Chile,Concon Valparaiso Region Chile ,37.5,50,,50,87.5,43.75
Perth,-31.9523123,115.861309,Western Australia,Australia,Perth Western Australia Australia ,82.98755187,28.0720339,,71.9279661,154.915518,77.45775898
Porto Alegre,-30.0368176,-51.2089887,Rio Grande do Sul,Brazil,Porto Alegre Rio Grande do Sul Brazil ,54.66101695,59.25925926,,40.74074074,95.40175769,47.70087884
La Serena,-29.9026691,-71.2519374,Coquimbo Region,Chile,La Serena Coquimbo Region Chile ,50,62.5,,37.5,87.5,43.75
Durban,-29.8586804,31.0218404,KwaZulu-Natal,South Africa,Durban KwaZulu-Natal South Africa ,57.72058824,60.22727273,,39.77272727,97.49331551,48.74665775
Maseru,-29.3150767,27.4869229,Maseru District,Lesotho,Maseru Maseru District Lesotho ,45.83333333,80,,20,65.83333333,32.91666667
Bloemfontein,-29.085214,26.1595761,Free State,South Africa,Bloemfontein Free State South Africa ,45.83333333,62.5,,37.5,83.33333333,41.66666667
Huasco,-28.4664,-71.2192,Atacama Region,Chile,Huasco Atacama Region Chile ,87.5,50,,50,137.5,68.75
Marburg,-27.5662078,152.596433,Hesse,Germany,Marburg Hesse Germany ,85,0,,100,185,92.5
Brisbane,-27.4704528,153.0260341,Queensland,Australia,Brisbane Queensland Australia ,83.06878307,30.46448087,,69.53551913,152.6043022,76.3021511
Copiapo,-27.3665763,-70.3321587,Atacama Region,Chile,Copiapo Atacama Region Chile ,12.5,50,,50,62.5,31.25
Mbabane,-26.3054482,31.1366715,Hhohho District,Eswatini,Mbabane Hhohho District Eswatini ,93.75,31.25,,68.75,162.5,81.25
Johannesburg,-26.2041028,28.0473051,Gauteng,South Africa,Johannesburg Gauteng South Africa ,42.75956284,57.36111111,,42.63888889,85.39845173,42.69922587
Maputo,-25.969248,32.5731746,,Mozambique,Maputo  Mozambique ,57.69230769,68.75,,31.25,88.94230769,44.47115385
Pretoria,-25.7478676,28.2292712,Gauteng,South Africa,Pretoria Gauteng South Africa ,50.32894737,57.74647887,,42.25352113,92.5824685,46.29123425
