City,Longitude,Latitude,Region,Country,AirQuality,WaterPollution
Swords,53.4557467,-6.2197406,,Ireland,50,0
Malahide,53.4509236,-6.1501378,,Ireland,75,25
Slidell,30.2751945,-89.7811745,Louisiana,United States of America,50,100
Torrington,42.0624646,-104.1843942,Wyoming,United States of America,90,75
Longmont,40.1672068,-105.1019275,Colorado,United States of America,0,75
East Orange,40.767323,-74.2048677,New Jersey,United States of America,100,75
Polaniec,50.43302,21.28065,Swietokrzyskie Voivodeship,Poland,50,50
Sao Bras de Alportel,37.152576,-7.8890523,,Portugal,100,50
Foster City,37.5585465,-122.2710788,California,United States of America,100,0
Statesboro,32.4487876,-81.7831674,Georgia,United States of America,75,41.66666667
DeLand,29.028318,-81.3031179,Florida,United States of America,81.25,25
Stockton-on-Tees,54.5704551,-1.3289821,England,United Kingdom,100,50
Encamp,42.5362652,1.5830224,Encamp,Andorra,50,25
Grand Junction,39.0638705,-108.5506486,Colorado,United States of America,85.41666667,18.75
Vanderbijlpark,-26.7034204,27.8076959,Gauteng,South Africa,11.66666667,89.58333333
North Platte,41.1402759,-100.7601454,Nebraska,United States of America,100,25
Playa del Carmen,20.6295586,-87.0738851,Quintana Roo,Mexico,87.5,62.5
Troy,42.6064095,-83.1497751,Michigan,United States of America,62.5,25
Sakai,36.1667303,136.2314917,Fukui Prefecture,Japan,75,50
Maia,41.2278891,-8.621049,Porto,Portugal,89.28571429,0
Seixal,38.6410676,-9.0975,Setubal,Portugal,37.5,50
Weston,26.1003654,-80.3997748,Florida,United States of America,100,0
Portoviejo,-1.054723,-80.4524903,Manabi Province,Ecuador,62.5,50
Manta,-0.9676533,-80.7089101,Manabi Province,Ecuador,68.18181818,70
Broumov,50.5856582,16.3318151,,Czech Republic,75,50
Mesquite,36.805531,-114.06719,Nevada,United States of America,100,0
Timmins,48.4758208,-81.3304953,Ontario,Canada,75,45
Corner Brook,48.9489967,-57.9502726,Newfoundland and Labrador,Canada,93.75,0
Ciudad del Carmen,18.6504879,-91.8074586,Campeche,Mexico,66.66666667,66.66666667
Canmore,51.0899934,-115.3441856,Alberta,Canada,100,25
Grays,51.4784037,0.3230151,England,United Kingdom,0,100
Chalandri,38.0213307,23.7986297,Attica Region,Greece,75,0
Novi,42.48059,-83.4754913,Michigan,United States of America,100,0
Mardan,34.1986394,72.0404293,Khyber Pakhtunkhwa,Pakistan,75,33.33333333
Brunswick,31.1499528,-81.4914894,Georgia,United States of America,78.125,37.5
Opoczno,51.3753379,20.2787631,Lodz Voivodeship,Poland,0,75
Rangpur,25.7438916,89.275227,Rangpur Division,Bangladesh,25,62.5
Corby,52.4922983,-0.6842333,England,United Kingdom,65,25
Tawau,4.244651,117.8911861,Sabah,Malaysia,100,100
Long Branch,40.3042778,-73.9923596,New Jersey,United States of America,75,25
San Luis Rio Colorado,32.4518877,-114.771711,Sonora,Mexico,100,50
Monroe,41.9164343,-83.3977101,Michigan,United States of America,100,25
Mossel Bay,-34.1747356,22.0834066,Western Cape,South Africa,100,0
Listowel,52.4460488,-9.4853655,,Ireland,100,0
Cumbernauld,55.945668,-3.992534,Scotland,United Kingdom,87.5,0
Dalton,34.7698021,-84.9702228,Georgia,United States of America,100,25
Criuleni,47.2136114,29.1557519,Criuleni District,Moldova,50,75
Kumba,4.6333268,9.4450439,Southwest,Cameroon,75,50
Mansa,-11.1892053,28.8888064,Luapula Province,Zambia,75,25
Narok,-1.0875428,35.8770642,,Kenya,50,100
Buckie,57.677392,-2.967311,Scotland,United Kingdom,75,0
Humpolec,49.5415238,15.3593232,,Czech Republic,100,50
Vlasim,49.7063276,14.8988102,,Czech Republic,100,50
Krabi,8.0862997,98.9062835,Krabi,Thailand,100,50
Burton upon Trent,52.8140281,-1.6371359,England,United Kingdom,0,25
Summit,40.7146376,-74.3646122,New Jersey,United States of America,37.5,62.5
Wokingham,51.410457,-0.833861,England,United Kingdom,91.66666667,0
Goole,53.7044721,-0.874562,England,United Kingdom,25,50
Dalby,-27.182006,151.2620588,Queensland,Australia,100,50
Temirtau,50.0509609,72.9660737,Karaganda Region,Kazakhstan,0,75
Hilton Head Island,32.216316,-80.752608,South Carolina,United States of America,100,25
North Vancouver,49.3199816,-123.0724139,British Columbia,Canada,92.64705882,13.46153846
Ifrane,33.5228062,-5.1109552,Fes-Meknes,Morocco,100,12.5
Masaya,11.9704485,-86.0886366,Masaya Department,Nicaragua,50,100
Cotacachi,0.3071217,-78.2647004,Imbabura Province,Ecuador,100,0
Middelburg,-31.4951138,25.0060674,Eastern Cape,South Africa,54.16666667,100
New Bern,35.108493,-77.0441143,North Carolina,United States of America,100,50
Queluz,38.7573981,-9.2587453,Lisbon,Portugal,50,0
Eluru,16.7106604,81.0952431,Andhra Pradesh,India,54.16666667,57.14285714
Alpharetta,34.0753762,-84.2940899,Georgia,United States of America,62.5,37.5
Radcliff,37.8403456,-85.9491298,Kentucky,United States of America,87.5,50
Cumming,34.2073196,-84.1401926,Georgia,United States of America,58.33333333,41.66666667
Ironton,38.5367471,-82.6829406,Ohio,United States of America,100,50
Midland,43.6155825,-84.2472116,Michigan,United States of America,95,33.33333333
Palakkad,10.7867303,76.6547932,Kerala,India,86.53846154,54.16666667
Fort Saskatchewan,53.6963182,-113.2163763,Alberta,Canada,75,12.5
Esteli,13.0851139,-86.3630197,Esteli Department,Nicaragua,75,50
Muswellbrook,-32.2633134,150.8888195,New South Wales,Australia,87.5,50
Roznov pod Radhostem,49.4585261,18.1430308,,Czech Republic,100,50
Clitheroe,53.871098,-2.393083,England,United Kingdom,100,0
Otrokovice,49.2099156,17.5307761,,Czech Republic,75,50
Smithers,54.782355,-127.1685541,British Columbia,Canada,100,50
Ipswich,-27.614614,152.7608421,Queensland,Australia,50,75
Valdosta,30.8327022,-83.2784851,Georgia,United States of America,100,50
Hobbs,32.7026116,-103.1360403,New Mexico,United States of America,100,50
Deal,51.222491,1.401661,England,United Kingdom,50,25
Yiwu,29.3055799,120.0746799,Zhejiang,People's Republic of China,0,50
Taiping,4.851932,100.7416339,Perak,Malaysia,0,25
Princes Town,10.2659505,-61.3764381,Princes Town,Trinidad and Tobago,0,100
Langley,48.0400945,-122.406257,Washington,United States of America,100,0
Nakhon Si Thammarat,8.4324831,99.9599033,Nakhon Si Thammarat,Thailand,100,25
Nakhon Sawan,15.6987382,100.11996,Nakhon Sawan,Thailand,30.55555556,41.66666667
Lampang,18.2855395,99.5127895,Lampang,Thailand,12.5,50
Sakon Nakhon,17.1664211,104.1486055,Sakon Nakhon,Thailand,0,100
Durango,37.27528,-107.8800667,Colorado,United States of America,75,0
Farmington,36.7280583,-108.2186856,New Mexico,United States of America,95,50
Rourkela,22.260423,84.8535844,Odisha,India,33,58.33333333
Drumheller,51.4619484,-112.7107576,Alberta,Canada,100,0
Spruce Grove,53.5411191,-113.9101292,Alberta,Canada,100,0
Rymarov,49.9318266,17.2717728,,Czech Republic,87.5,50
Nan,18.7838757,100.7789631,Nan,Thailand,25,50
Ormoc,11.0384275,124.6192702,,Philippines,62.5,62.5
Rayong,12.6813957,101.2816261,Rayong,Thailand,43.75,75
Bilovec,49.7563861,18.0158193,,Czech Republic,62.5,50
Welkom,-28.0045655,26.7732162,Free State,South Africa,75,100
Prince Rupert,54.3150367,-130.3208187,British Columbia,Canada,100,58.33333333
Klerksdorp,-26.8598225,26.6317514,North West,South Africa,75,75
Santo Domingo,-0.2538414,-79.1763307,Santo Domingo de los Tsachilas Province,Ecuador,0,50
Lower Hutt,-41.212695,174.8996648,Wellington Region,New Zealand,100,20.83333333
Hastings,-39.6302214,176.8304088,Hawke's Bay Region,New Zealand,85,56.25
Porirua,-41.1380517,174.8472141,Wellington Region,New Zealand,100,75
Yixing,31.3404199,119.82346,Jiangsu,People's Republic of China,0,50
Changshu,31.6538099,120.75224,Jiangsu,People's Republic of China,0,50
Jiangyin,31.9191899,120.28432,Jiangsu,People's Republic of China,0,50
Williamsport,41.2411897,-77.0010786,Pennsylvania,United States of America,100,0
Timaru,-44.3903881,171.2372756,Canterbury Region,New Zealand,54.16666667,75
Hinton,53.3991473,-117.5793932,Alberta,Canada,100,50
Sheridan,44.7971939,-106.9561791,Wyoming,United States of America,95.83333333,12.5
Cholpon-Ata,42.6503176,77.0852258,Issyk-Kul Region,Kyrgyzstan,75,50
Kokopo,-4.3499796,152.2714594,,Papua New Guinea,75,50
Popondetta,-8.7613025,148.2377126,Oro Province,Papua New Guinea,50,100
Courtenay,49.6841391,-124.9904493,British Columbia,Canada,85.71428571,33.33333333
Isa Town,26.1649885,50.5653065,Central Governorate,Bahrain,25,87.5
Cold Lake,54.4642591,-110.1732522,Alberta,Canada,96.875,37.5
Owen Sound,44.5690305,-80.9405602,Ontario,Canada,100,25
Paarl,-33.7342304,18.9621091,Western Cape,South Africa,100,0
Samos,37.7559533,26.9761997,North Aegean Region,Greece,100,0
Butterworth,5.4380309,100.388192,Penang,Malaysia,25,25
Selkirk,50.1435276,-96.8754295,Manitoba,Canada,100,0
Comox,49.6735133,-124.9282659,British Columbia,Canada,87.5,50
Rochester,42.680588,-83.1338214,Michigan,United States of America,100,0
Fairborn,39.8208925,-84.0193789,Ohio,United States of America,87.5,50
San Martin de los Andes,-40.1572103,-71.3524436,Neuquen Province,Argentina,100,75
Moose Jaw,50.3915811,-105.5348562,Saskatchewan,Canada,91.66666667,33.33333333
Uitenhage,-33.768717,25.4141193,Eastern Cape,South Africa,100,0
Rongcheng,37.1652299,122.48628,Shandong,People's Republic of China,12.5,50
Mirpur Khas,25.5065301,69.0135706,Sindh,Pakistan,0,100
Rio Tinto,41.1811059,-8.565452,Porto,Portugal,100,75
Terrace,54.5181925,-128.603154,British Columbia,Canada,91.66666667,0
Port Mathurin,-19.6795306,63.4286929,,Mauritius,75,87.5
Ypsilanti,42.2411499,-83.6129939,Michigan,United States of America,75,66.66666667
Port Alberni,49.2338882,-124.8055494,British Columbia,Canada,83.33333333,0
Lin'an,30.2338299,119.7248,Zhejiang,People's Republic of China,0,50
Drayton Valley,53.2214873,-114.9766641,Alberta,Canada,100,50
San Fernando,10.3015828,-61.4490453,,Trinidad and Tobago,50,55
Lisle,41.801141,-88.0747875,Illinois,United States of America,100,0
Wangaratta,-36.3649306,146.3149259,Victoria,Australia,100,25
Valladolid,20.68964,-88.2022488,Yucatan,Mexico,100,0
Clifden,53.4891345,-10.0202388,Connacht,Ireland,100,50
Franschhoek,-33.8974833,19.1523292,Western Cape,South Africa,50,75
Pathanamthitta,9.2647582,76.7870414,Kerala,India,89.70588235,38.63636364
Jaunpur,25.7464145,82.6837033,Uttar Pradesh,India,50,62.5
Nong Khai,17.8782803,102.7412638,Nong Khai,Thailand,50,37.5
Salinas,-2.2233633,-80.958462,Santa Elena Province,Ecuador,25,100
Jinotega,13.0883907,-85.9993997,Jinotega Department,Nicaragua,66.66666667,83.33333333
Chachoengsao,13.6904194,101.0779596,Chachoengsao,Thailand,75,100
Sandton,-26.1075663,28.0567007,Gauteng,South Africa,64.58333333,33.33333333
Jhang,31.2780683,72.3316761,Punjab,Pakistan,50,50
Ainaro,-8.9965182,125.5083136,Ainaro Municipality,Timor-Leste,100,75
Newcastle,-27.7138429,29.9971769,KwaZulu-Natal,South Africa,6.25,81.25
Ermelo,-26.5123582,29.9856157,Mpumalanga,South Africa,50,50
Pottsville,40.6856456,-76.195499,Pennsylvania,United States of America,75,0
Cambridge,-37.6190862,175.023346,Waikato Region,New Zealand,75,0
Cambridge,43.3616211,-80.3144276,Ontario,Canada,63.46153846,55.76923077
Concord,35.4087517,-80.579511,North Carolina,United States of America,91.66666667,62.5
Campbell River,50.0331226,-125.2733354,British Columbia,Canada,100,0
Campbellton,48.007399,-66.6722057,New Brunswick,Canada,75,0
Darayya,33.456443,36.2359629,Rif Dimashq Governorate,Syria,100,25
Harstad,68.7986342,16.5414503,Troms og Finnmark fylke,Norway,100,75
Kampong Chhnang,12.2613926,104.6762738,Kampong Chhnang Province,Cambodia,100,50
Sibu,2.287284,111.830535,Sarawak,Malaysia,65,25
Cuevas del Almanzora,37.2922445,-1.876084,Andalusia,Spain,62.5,50
Andkhoy,36.9549975,65.1254488,Faryab,Afghanistan,50,50
Centurion,-25.864029,28.0888578,Gauteng,South Africa,25,72.22222222
Chapala,20.2971255,-103.1889464,Jalisco,Mexico,87.5,50
Watertown,44.8994088,-97.1150732,South Dakota,United States of America,95.83333333,50
Moses Lake,47.1301417,-119.2780771,Washington,United States of America,75,0
Johnstown,40.3267407,-78.9219698,Pennsylvania,United States of America,87.5,75
Dadu,26.7340581,67.7794817,,Pakistan,50,50
Claremorris,53.7238764,-9.0017356,Connacht,Ireland,100,0
Banting,2.812098,101.5025551,,Malaysia,25,75
Busia,0.4607691,34.1114621,,Kenya,50,100
Peshawar,34.0151366,71.5249154,Khyber Pakhtunkhwa,Pakistan,29.05405405,55.46875
Bloomsburg,41.003698,-76.4549457,Pennsylvania,United States of America,87.5,25
Darbhanga,26.1542045,85.8918454,Bihar,India,40.625,59.375
Metsamor,40.1427498,44.1241666,Armavir Region,Armenia,0,50
Frankston,-38.1466246,145.135722,Victoria,Australia,87.5,100
Cranbrook,49.5129678,-115.7694002,British Columbia,Canada,100,16.66666667
Twickenham,51.4453043,-0.3375429,England,United Kingdom,87.5,12.5
Hazard,37.24954,-83.1932284,Kentucky,United States of America,100,50
New Castle,41.0036719,-80.347009,Pennsylvania,United States of America,87.5,50
Anderson,34.5034394,-82.6501332,South Carolina,United States of America,87.5,0
Te Anau,-45.4144293,167.7180426,Southland Region,New Zealand,100,50
Warren,41.8439486,-79.1450445,Pennsylvania,United States of America,100,50
Yenangyaung,20.4593254,94.8779969,,Myanmar,0,50
Woodland,45.9045591,-122.7439912,Washington,United States of America,100,0
Laixi,36.8880799,120.51777,Shandong,People's Republic of China,0,50
Kluang,2.030068,103.3184639,Johor,Malaysia,75,100
Surin,14.882905,103.4937107,Surin,Thailand,75,50
Yala,6.5411018,101.2804075,Yala,Thailand,70.83333333,50
Ratchaburi,13.5282893,99.8134211,Ratchaburi,Thailand,35,0
Phrae,18.1445774,100.1402831,Phrae,Thailand,12.5,50
Si Sa Ket,15.1186009,104.3220095,Si Sa Ket,Thailand,75,25
Phetchabun,16.301669,101.1192804,Phetchabun,Thailand,58.33333333,50
Diego Martin,10.7362286,-61.5544836,Diego Martin Regional Corporation,Trinidad and Tobago,100,50
Ohrid,41.1230977,20.8016481,Ohrid Municipality,North Macedonia,82.14285714,28.33333333
Masterton,-40.9463736,175.667234,Wellington Region,New Zealand,85.71428571,33.33333333
Dondo,-19.6115404,34.7409293,Sofala,Mozambique,50,100
Moca,19.3908634,-70.5231108,Espaillat Province,Dominican Republic,0,25
Rushan,36.9202099,121.5402,Shandong,People's Republic of China,0,50
Chakwal,32.9327882,72.8629576,Punjab,Pakistan,50,50
Houston,54.3979972,-126.6482087,British Columbia,Canada,100,50
Sechelt,49.4741736,-123.7545601,British Columbia,Canada,75,0
Dibrugarh,27.4728327,94.9119621,Assam,India,51.78571429,44.44444444
Salalah,17.0193843,54.1107505,,Oman,81.25,56.25
Kalutara,6.5853948,79.96074,Western Province,Sri Lanka,75,75
Lomnice nad Popelkou,50.5306241,15.3734175,,Czech Republic,75,50
Karratha,-20.7336955,116.8447057,Western Australia,Australia,100,0
Jurong,31.9448199,119.16864,Jiangsu,People's Republic of China,0,50
Marsh Harbour,26.5241653,-77.0909809,Central Abaco,The Bahamas,50,75
Romford,51.577076,0.178319,England,United Kingdom,75,0
Nuwara Eliya,6.9497166,80.7891068,Central Province,Sri Lanka,83.33333333,16.66666667
Shouguang,36.8554099,118.79098,Shandong,People's Republic of China,0,50
Samut Sakhon,13.5497754,100.2740821,Samut Sakhon,Thailand,14.28571429,75
Ashland,42.2612067,-71.4633956,Massachusetts,United States of America,100,50
Okotoks,50.7254764,-113.974928,Alberta,Canada,100,12.5
Liyang,31.6223099,119.2409599,Jiangsu,People's Republic of China,0,50
Rocky Mount,36.9976403,-79.8919774,Virginia,United States of America,50,75
Herndon,38.9695545,-77.3860976,Virginia,United States of America,50,25
Amherst,37.5851412,-79.0514134,Virginia,United States of America,100,50
Christiansburg,37.1298517,-80.4089389,Virginia,United States of America,75,100
Highgate,18.2722961,-76.8922729,,Jamaica,75,25
Watertown,43.9747838,-75.9107565,New York,United States of America,62.5,37.5
Ewarton,18.1752248,-77.0881034,Middlesex County,Jamaica,75,50
Liberia,10.6345964,-85.4406747,Guanacaste Province,Costa Rica,100,0
Ubari,26.5810176,12.7939759,Wadi al Hayaa District,Libya,0,100
Newcastle upon Tyne,54.978252,-1.61778,England,United Kingdom,73.14814815,20.23809524
Tamworth,-31.0900384,150.9293323,New South Wales,Australia,100,25
Parksville,49.3193375,-124.3136412,British Columbia,Canada,80,0
Chaguanas,10.5168387,-61.4114482,,Trinidad and Tobago,20,70
Dhangadhi,28.685244,80.621591,,Nepal,62.5,37.5
Rohtak,28.8955152,76.606611,Haryana,India,50,25
Muzaffarpur,26.1196607,85.390982,Bihar,India,17.59259259,57.60869565
Knutsford,53.3005939,-2.371833,England,United Kingdom,100,0
Richards Bay,-28.7807276,32.0382856,KwaZulu-Natal,South Africa,75,25
Gannan,47.9203699,123.50624,Heilongjiang,People's Republic of China,0,50
Spring Hill,35.751179,-86.9300023,Tennessee,United States of America,87.5,25
Airway Heights,47.644611,-117.5932728,Washington,United States of America,100,0
Yelm,46.9420431,-122.6059582,Washington,United States of America,50,50
Sequim,48.0795365,-123.1018437,Washington,United States of America,100,25
Brier,47.7845419,-122.2742948,Washington,United States of America,100,0
Kirtipur,27.6630019,85.2774207,Bagmati,Nepal,62.5,50
Katoomba,-33.7124469,150.3117701,New South Wales,Australia,100,0
Siddharthanagar,27.5065119,83.4376749,,Nepal,25,75
Goose Creek,32.9810059,-80.0325867,South Carolina,United States of America,100,0
Atlantida,-34.7694845,-55.7636882,Canelones Department,Uruguay,66.66666667,33.33333333
Gympie,-26.1836445,152.6623743,Queensland,Australia,62.5,62.5
Punta Cana,18.5600761,-68.372535,La Altagracia Province,Dominican Republic,40.625,65.625
Waterloo,43.1838843,-88.9884421,Wisconsin,United States of America,100,50
Neenah,44.1858193,-88.462609,Wisconsin,United States of America,50,0
Kempton Park,-26.0944083,28.2292712,Gauteng,South Africa,37.5,50
Hempstead,40.7062128,-73.6187397,New York,United States of America,100,50
Smithtown,40.8559314,-73.2006687,New York,United States of America,100,50
Hella,63.8354933,-20.3918915,,Iceland,100,0
Hermanus,-34.4092004,19.2504436,Western Cape,South Africa,100,0
Rio de Mouro,38.7658411,-9.3284683,Lisbon,Portugal,100,50
Temara,33.9203274,-6.9273969,Rabat-Sale-Kenitra,Morocco,75,25
Atibaia,-23.1155873,-46.5532067,Sao Paulo,Brazil,75,25
Alberton,-26.3223942,28.1239717,Gauteng,South Africa,28.125,59.375
Yorkton,51.2174482,-102.4739331,Saskatchewan,Canada,100,0
